test, device, access, stride, pattern, starting cpu, ending cpu, buffer size, memory type, delay injection, latency, bandwidth
bw, pmem0p1, seq, 512, W3, 0, 16, 400000, pmem, 0, 4720.0, 919.5
bw, pmem0p1, rand, 512, W7, 0, 20, 400000, pmem, 0, 1959.93, 836.0
bw, pmem0p1, rand, 512, W7, 0, 12, 400000, pmem, 0, 975.27, 851.4
bw, pmem0p1, seq, 64, W3, 0, 20, 400000, pmem, 0, 3859.67, 1239.2
bw, pmem0p1, rand, 2048, W6, 0, 16, 400000, pmem, 0, 1155.89, 418.5
bw, pmem0p1, seq, 64, W5, 0, 16, 400000, pmem, 0, 5820.34, 782.3
bw, pmem0p1, seq, 512, W8, 0, 8, 400000, pmem, 0, 893.91, 667.7
bw, pmem0p1, seq, 256, W6, 0, 8, 400000, pmem, 0, 929.29, 450.2
bw, pmem0p1, rand, 256, W7, 0, 8, 400000, pmem, 0, 877.27, 859.0
bw, pmem0p1, seq, 256, W8, 0, 16, 400000, pmem, 0, 912.94, 653.9
bw, pmem0p1, rand, 128, W7, 0, 12, 400000, pmem, 0, 612.78, 904.1
bw, pmem0p1, rand, 64, W7, 0, 12, 400000, pmem, 0, 496.35, 940.7
bw, pmem0p1, seq, 128, W8, 0, 16, 400000, pmem, 0, 534.49, 943.6
bw, pmem0p1, rand, 64, W2, 0, 16, 400000, pmem, 0, 5278.93, 844.3
bw, pmem0p1, rand, 2048, W2, 0, 12, 400000, pmem, 0, 4544.67, 836.3
bw, pmem0p1, seq, 1024, W6, 0, 12, 400000, pmem, 0, 935.43, 437.2
bw, pmem0p1, seq, 256, R, 0, 8, 400000, pmem, 0, 4269.38, 1252.4
