test, device, access, stride, pattern, starting cpu, ending cpu, buffer size, memory type, delay injection, latency, bandwidth
bw, pmem0p1, seq, 256, R, 0, 2, 400000, pmem, 0, 749.38, 1739.8
bw, pmem0p1, rand, 512, W5, 0, 2, 400000, pmem, 0, 951.1, 718.8
bw, pmem0p1, rand, 128, W6, 0, 4, 400000, pmem, 0, 561.53, 508.9
bw, pmem0p1, seq, 512, R, 0, 4, 400000, pmem, 0, 1420.46, 1721.0
bw, pmem0p1, seq, 64, W6, 0, 2, 400000, pmem, 0, 402.64, 1540.2
bw, pmem0p1, seq, 64, W6, 0, 8, 400000, pmem, 0, 416.72, 1564.6
bw, pmem0p1, seq, 64, W8, 0, 2, 400000, pmem, 0, 417.22, 2667.1
bw, pmem0p1, seq, 128, W10, 0, 4, 400000, pmem, 0, 659.63, 1567.5
bw, pmem0p1, seq, 128, R, 0, 2, 400000, pmem, 0, 375.69, 3180.0
bw, pmem0p1, rand, 64, W5, 0, 4, 400000, pmem, 0, 1334.73, 713.6
bw, pmem0p1, seq, 512, W5, 0, 2, 400000, pmem, 0, 980.41, 719.2
bw, pmem0p1, rand, 512, W6, 0, 2, 400000, pmem, 0, 937.11, 458.1
bw, pmem0p1, seq, 256, W6, 0, 4, 400000, pmem, 0, 941.58, 461.1
bw, pmem0p1, rand, 1024, W6, 0, 4, 400000, pmem, 0, 935.05, 456.8
bw, pmem0p1, rand, 256, W2, 0, 2, 400000, pmem, 0, 1022.47, 873.5
bw, pmem0p1, seq, 1024, W2, 0, 4, 400000, pmem, 0, 1054.64, 869.3
bw, pmem0p1, seq, 2048, R, 0, 4, 400000, pmem, 0, 1304.93, 1766.8
bw, pmem0p1, seq, 128, W8, 0, 2, 400000, pmem, 0, 526.01, 1276.9
bw, pmem0p1, seq, 1024, W3, 0, 4, 400000, pmem, 0, 1276.82, 985.0
bw, pmem0p1, rand, 256, W2, 0, 4, 400000, pmem, 0, 1340.61, 860.8
bw, pmem0p1, seq, 2048, W8, 0, 2, 400000, pmem, 0, 1003.19, 690.9
bw, pmem0p1, rand, 64, W2, 0, 4, 400000, pmem, 0, 656.84, 926.9
bw, pmem0p1, seq, 1024, W6, 0, 4, 400000, pmem, 0, 949.84, 458.2
bw, pmem0p1, seq, 2048, W6, 0, 2, 400000, pmem, 0, 1004.04, 454.5
bw, pmem0p1, rand, 128, R, 0, 2, 400000, pmem, 0, 469.63, 1887.2
bw, pmem0p1, seq, 64, R, 0, 2, 400000, pmem, 0, 287.15, 5982.5
bw, pmem0p1, rand, 1024, W2, 0, 2, 400000, pmem, 0, 1017.82, 874.9
bw, pmem0p1, seq, 1024, R, 0, 2, 400000, pmem, 0, 650.56, 1765.3
bw, pmem0p1, seq, 64, W2, 0, 4, 400000, pmem, 0, 982.64, 1212.4
bw, pmem0p1, seq, 1024, W7, 0, 4, 400000, pmem, 0, 1062.64, 852.3
bw, pmem0p1, rand, 64, W2, 0, 8, 400000, pmem, 0, 2617.94, 857.2
bw, pmem0p1, rand, 128, W2, 0, 2, 400000, pmem, 0, 610.01, 921.7
bw, pmem0p1, seq, 512, W7, 0, 4, 400000, pmem, 0, 1070.59, 846.8
bw, pmem0p1, rand, 1024, W2, 0, 4, 400000, pmem, 0, 1319.27, 861.4
bw, pmem0p1, rand, 2048, W7, 0, 4, 400000, pmem, 0, 1039.25, 860.3
bw, pmem0p1, rand, 64, W7, 0, 8, 400000, pmem, 0, 424.93, 960.4
bw, pmem0p1, seq, 256, W8, 0, 4, 400000, pmem, 0, 978.25, 686.4
bw, pmem0p1, rand, 256, R, 0, 2, 400000, pmem, 0, 793.34, 1806.0
bw, pmem0p1, rand, 512, R, 0, 2, 400000, pmem, 0, 793.92, 1810.5
bw, pmem0p1, seq, 1024, W7, 0, 2, 400000, pmem, 0, 976.61, 864.1
bw, pmem0p1, seq, 256, W10, 0, 2, 400000, pmem, 0, 1024.19, 857.3
bw, pmem0p1, seq, 64, W6, 0, 4, 400000, pmem, 0, 407.45, 1724.4
bw, pmem0p1, rand, 1024, R, 0, 2, 400000, pmem, 0, 797.45, 1814.4
bw, pmem0p1, seq, 512, W6, 0, 4, 400000, pmem, 0, 944.57, 459.5
bw, pmem0p1, rand, 2048, W2, 0, 4, 400000, pmem, 0, 1336.97, 859.0
bw, pmem0p1, rand, 64, W6, 0, 8, 400000, pmem, 0, 415.86, 546.8
bw, pmem0p1, rand, 1024, W5, 0, 2, 400000, pmem, 0, 983.19, 720.8
bw, pmem0p1, rand, 128, W7, 0, 4, 400000, pmem, 0, 569.51, 921.6
bw, pmem0p1, rand, 128, W6, 0, 2, 400000, pmem, 0, 565.7, 509.2
bw, pmem0p1, seq, 1024, W2, 0, 2, 400000, pmem, 0, 1011.35, 877.6
bw, pmem0p1, rand, 1024, W6, 0, 2, 400000, pmem, 0, 938.62, 458.3
bw, pmem0p1, seq, 128, W6, 0, 4, 400000, pmem, 0, 547.24, 826.8
bw, pmem0p1, rand, 512, W7, 0, 4, 400000, pmem, 0, 984.6, 864.7
bw, pmem0p1, rand, 1024, W5, 0, 4, 400000, pmem, 0, 2035.26, 689.3
bw, pmem0p1, seq, 512, W8, 0, 4, 400000, pmem, 0, 961.67, 685.2
bw, pmem0p1, seq, 64, R, 0, 8, 400000, pmem, 0, 1727.67, 6672.0
bw, pmem0p1, rand, 1024, R, 0, 4, 400000, pmem, 0, 1576.54, 1764.4
bw, pmem0p1, seq, 1024, W8, 0, 4, 400000, pmem, 0, 972.97, 685.0
bw, pmem0p1, rand, 64, R, 0, 4, 400000, pmem, 0, 596.93, 1867.2
bw, pmem0p1, seq, 2048, W10, 0, 4, 400000, pmem, 0, 1106.77, 848.7
bw, pmem0p1, seq, 512, R, 0, 2, 400000, pmem, 0, 673.35, 1730.0
bw, pmem0p1, seq, 2048, W7, 0, 4, 400000, pmem, 0, 1099.61, 849.1
bw, pmem0p1, seq, 1024, W6, 0, 2, 400000, pmem, 0, 965.19, 458.8
bw, pmem0p1, seq, 2048, W3, 0, 4, 400000, pmem, 0, 1317.78, 981.3
bw, pmem0p1, seq, 128, W5, 0, 2, 400000, pmem, 0, 588.24, 930.8
bw, pmem0p1, seq, 128, R, 0, 4, 400000, pmem, 0, 902.47, 3377.5
bw, pmem0p1, rand, 2048, R, 0, 4, 400000, pmem, 0, 1554.07, 1768.4
bw, pmem0p1, rand, 1024, W7, 0, 2, 400000, pmem, 0, 953.09, 869.5
bw, pmem0p1, seq, 256, W2, 0, 4, 400000, pmem, 0, 1089.64, 861.5
bw, pmem0p1, rand, 64, W7, 0, 4, 400000, pmem, 0, 420.19, 977.4
bw, pmem0p1, rand, 512, W7, 0, 2, 400000, pmem, 0, 951.29, 869.1
bw, pmem0p1, rand, 256, W5, 0, 2, 400000, pmem, 0, 939.99, 718.2
bw, pmem0p1, seq, 256, W6, 0, 2, 400000, pmem, 0, 976.45, 460.5
bw, pmem0p1, rand, 128, W5, 0, 4, 400000, pmem, 0, 1551.21, 703.4
bw, pmem0p1, rand, 512, W6, 0, 4, 400000, pmem, 0, 920.98, 459.2
bw, pmem0p1, seq, 512, W6, 0, 2, 400000, pmem, 0, 978.09, 458.8
bw, pmem0p1, seq, 128, W3, 0, 2, 400000, pmem, 0, 615.23, 1406.9
bw, pmem0p1, rand, 1024, W7, 0, 4, 400000, pmem, 0, 1002.62, 863.9
bw, pmem0p1, seq, 256, W3, 0, 4, 400000, pmem, 0, 1391.63, 971.5
bw, pmem0p1, seq, 256, W8, 0, 2, 400000, pmem, 0, 988.16, 692.7
bw, pmem0p1, rand, 128, R, 0, 4, 400000, pmem, 0, 940.42, 1808.8
bw, pmem0p1, seq, 512, W2, 0, 2, 400000, pmem, 0, 1019.73, 875.6
bw, pmem0p1, seq, 1024, R, 0, 4, 400000, pmem, 0, 1313.45, 1767.8
bw, pmem0p1, seq, 64, W10, 0, 2, 400000, pmem, 0, 486.45, 3334.4
bw, pmem0p1, rand, 64, W7, 0, 2, 400000, pmem, 0, 400.4, 991.2
bw, pmem0p1, seq, 64, W2, 0, 8, 400000, pmem, 0, 2008.4, 1117.3
bw, pmem0p1, rand, 512, W2, 0, 4, 400000, pmem, 0, 1365.94, 861.1
bw, pmem0p1, seq, 128, W6, 0, 2, 400000, pmem, 0, 550.22, 836.1
bw, pmem0p1, seq, 64, W5, 0, 2, 400000, pmem, 0, 684.38, 930.0
bw, pmem0p1, seq, 64, W7, 0, 2, 400000, pmem, 0, 473.37, 3326.5
bw, pmem0p1, seq, 256, R, 0, 4, 400000, pmem, 0, 1628.0, 1737.3
bw, pmem0p1, rand, 512, W2, 0, 2, 400000, pmem, 0, 1035.72, 872.9
bw, pmem0p1, rand, 64, W5, 0, 8, 400000, pmem, 0, 2991.8, 686.3
bw, pmem0p1, seq, 64, W8, 0, 8, 400000, pmem, 0, 438.04, 2337.0
bw, pmem0p1, rand, 64, W2, 0, 2, 400000, pmem, 0, 424.14, 980.5
bw, pmem0p1, rand, 256, R, 0, 4, 400000, pmem, 0, 1589.1, 1766.4
bw, pmem0p1, seq, 128, W8, 0, 4, 400000, pmem, 0, 564.19, 1248.3
bw, pmem0p1, rand, 64, W6, 0, 4, 400000, pmem, 0, 415.64, 558.3
bw, pmem0p1, rand, 64, R, 0, 8, 400000, pmem, 0, 2312.36, 1777.7
bw, pmem0p1, seq, 1024, W10, 0, 2, 400000, pmem, 0, 995.07, 863.1
bw, pmem0p1, seq, 1024, W5, 0, 4, 400000, pmem, 0, 1931.75, 691.5
bw, pmem0p1, rand, 2048, W2, 0, 2, 400000, pmem, 0, 1022.44, 874.4
bw, pmem0p1, seq, 256, W7, 0, 2, 400000, pmem, 0, 1027.95, 857.9
bw, pmem0p1, seq, 64, W7, 0, 4, 400000, pmem, 0, 665.89, 3254.9
bw, pmem0p1, seq, 2048, W8, 0, 4, 400000, pmem, 0, 1006.58, 684.2
bw, pmem0p1, rand, 256, W5, 0, 4, 400000, pmem, 0, 1971.15, 689.8
bw, pmem0p1, seq, 1024, W3, 0, 2, 400000, pmem, 0, 1100.18, 1007.8
bw, pmem0p1, seq, 64, W2, 0, 2, 400000, pmem, 0, 425.27, 1455.5
bw, pmem0p1, seq, 1024, W10, 0, 4, 400000, pmem, 0, 1069.65, 849.8
bw, pmem0p1, seq, 128, W2, 0, 4, 400000, pmem, 0, 611.82, 1157.9
